id,student,task,solved,start,end,time_spent
4713,8926,31,True,2018-01-25T09:27:29.305207Z,2018-01-25T09:27:50.041893Z,20
4715,8926,44,True,2018-01-25T09:27:56.460777Z,2018-01-25T09:28:18.883691Z,22
4657,8952,66,True,2018-01-25T09:19:40.936128Z,2018-01-25T09:41:05.765196Z,1284
4714,8923,7,True,2018-01-25T09:27:46.537708Z,2018-01-25T09:31:42.944040Z,236
4720,8884,55,True,2018-01-25T09:29:01.623183Z,2018-01-25T09:30:44.863580Z,103
4708,8952,71,True,2018-01-25T09:26:43.430088Z,2018-01-25T09:29:19.440108Z,156
4718,8926,66,True,2018-01-25T09:28:36.822088Z,2018-01-25T09:29:39.559102Z,62
4716,8944,47,True,2018-01-25T09:27:57.898287Z,2018-01-25T09:37:06.877074Z,548
4648,8941,53,False,2018-01-25T09:17:37.900797Z,2018-01-25T10:47:35.096240Z,5397
4810,8955,85,False,2018-01-25T10:02:19.990057Z,2018-01-25T10:02:19.990072Z,0
4824,8895,11,False,2018-01-25T10:10:15.044897Z,2018-01-25T10:10:34.683642Z,19
4801,8961,51,True,2018-01-25T09:58:50.748720Z,2018-01-25T09:59:07.862978Z,17
4722,8901,71,False,2018-01-25T09:29:44.526915Z,2018-01-25T09:29:44.526927Z,0
4786,8957,11,True,2018-01-25T09:55:11.983370Z,2018-01-25T09:55:49.523549Z,37
4744,8952,67,True,2018-01-25T09:34:04.345119Z,2018-01-25T09:40:00.644766Z,356
4719,8941,66,True,2018-01-25T09:28:43.442710Z,2018-01-25T09:29:48.426918Z,64
4756,8952,21,False,2018-01-25T09:40:05.154967Z,2018-01-25T09:40:05.154997Z,0
4741,8952,26,True,2018-01-25T09:32:43.476263Z,2018-01-25T09:33:01.222279Z,17
4773,8916,83,False,2018-01-25T09:52:57.024586Z,2018-01-25T09:56:16.221991Z,199
4812,8877,33,False,2018-01-25T10:03:30.780553Z,2018-01-25T10:03:30.780581Z,0
4723,8926,67,True,2018-01-25T09:29:44.857488Z,2018-01-25T09:30:11.558854Z,26
4724,8901,2,True,2018-01-25T09:30:09.588320Z,2018-01-25T09:30:24.098024Z,14
4747,8952,73,False,2018-01-25T09:34:43.811119Z,2018-01-25T09:35:13.113292Z,29
4778,8936,11,False,2018-01-25T09:54:08.555005Z,2018-01-25T09:54:58.224039Z,49
4738,8884,28,False,2018-01-25T09:31:49.913658Z,2018-01-25T09:35:14.814791Z,204
4728,8941,63,False,2018-01-25T09:30:45.172739Z,2018-01-25T09:30:45.172758Z,0
4726,8901,14,True,2018-01-25T09:30:36.537933Z,2018-01-25T09:30:45.269668Z,8
4729,8884,27,False,2018-01-25T09:30:49.495419Z,2018-01-25T09:30:49.495446Z,0
4817,8874,32,False,2018-01-25T10:08:12.109943Z,2018-01-25T10:25:15.274655Z,1023
4766,8948,51,True,2018-01-25T09:47:12.401247Z,2018-01-25T09:47:17.295078Z,4
4767,8948,47,False,2018-01-25T09:47:21.996767Z,2018-01-25T09:47:21.996786Z,0
4827,8872,14,True,2018-01-25T10:12:44.539230Z,2018-01-25T10:12:56.972429Z,12
4739,8916,47,True,2018-01-25T09:32:07.571245Z,2018-01-25T09:35:24.789064Z,197
4780,8925,71,True,2018-01-25T09:54:14.919763Z,2018-01-25T09:55:01.326115Z,46
4730,8901,25,True,2018-01-25T09:30:55.987459Z,2018-01-25T09:31:06.757192Z,10
4731,8916,52,False,2018-01-25T09:31:08.421054Z,2018-01-25T09:31:08.421074Z,0
4763,8916,63,True,2018-01-25T09:42:24.027078Z,2018-01-25T09:43:29.016870Z,64
4759,8916,27,False,2018-01-25T09:40:39.409060Z,2018-01-25T09:41:41.506481Z,62
4795,8936,34,False,2018-01-25T09:57:12.515817Z,2018-01-25T09:57:12.515833Z,0
4796,8953,8,True,2018-01-25T09:57:22.379517Z,2018-01-25T09:57:39.573704Z,17
4771,8916,21,True,2018-01-25T09:49:16.966545Z,2018-01-25T09:50:54.410572Z,97
4732,8901,26,True,2018-01-25T09:31:10.940339Z,2018-01-25T09:31:20.578821Z,9
4772,8916,59,False,2018-01-25T09:50:56.666856Z,2018-01-25T09:50:56.666883Z,0
4793,8957,76,True,2018-01-25T09:56:55.871336Z,2018-01-25T09:57:40.345535Z,44
4727,8936,66,True,2018-01-25T09:30:42.625112Z,2018-01-25T09:31:27.661591Z,45
4757,8884,82,False,2018-01-25T09:40:24.490988Z,2018-01-25T09:41:58.660721Z,94
4816,8916,66,True,2018-01-25T10:06:14.772669Z,2018-01-25T10:06:55.762306Z,40
4742,8952,53,False,2018-01-25T09:33:05.983803Z,2018-01-25T09:33:55.424503Z,49
4733,8901,31,True,2018-01-25T09:31:24.576859Z,2018-01-25T09:31:32.931082Z,8
4736,8936,80,False,2018-01-25T09:31:44.051748Z,2018-01-25T09:31:44.051765Z,0
4768,8948,49,True,2018-01-25T09:47:35.800282Z,2018-01-25T09:47:47.275082Z,11
4760,8916,61,False,2018-01-25T09:42:04.123951Z,2018-01-25T09:42:04.123981Z,0
4758,8948,44,True,2018-01-25T09:40:34.954344Z,2018-01-25T09:40:42.084948Z,7
4735,8901,86,True,2018-01-25T09:31:39.144280Z,2018-01-25T09:32:02.831796Z,23
4745,8935,64,False,2018-01-25T09:34:15.192235Z,2018-01-25T09:34:15.192252Z,0
4748,8916,58,True,2018-01-25T09:35:28.042699Z,2018-01-25T09:36:13.899991Z,45
4785,8936,18,False,2018-01-25T09:55:08.791146Z,2018-01-25T09:55:08.791175Z,0
4825,8935,38,False,2018-01-25T10:12:39.777183Z,2018-01-25T10:13:53.987671Z,74
4749,8880,58,True,2018-01-25T09:37:02.096676Z,2018-01-25T10:07:14.859774Z,1812
4765,8916,48,False,2018-01-25T09:44:28.865420Z,2018-01-25T09:48:20.945392Z,232
4787,8957,53,True,2018-01-25T09:55:55.044036Z,2018-01-25T09:56:49.578073Z,54
4776,8905,61,False,2018-01-25T09:53:57.899532Z,2018-01-25T09:53:57.899551Z,0
4751,8884,7,False,2018-01-25T09:37:21.384864Z,2018-01-25T09:39:14.286918Z,112
4794,8953,10,True,2018-01-25T09:57:06.063963Z,2018-01-25T09:57:15.992808Z,9
4743,8880,72,True,2018-01-25T09:34:00.908375Z,2018-01-25T09:36:58.120003Z,177
4721,8952,69,False,2018-01-25T09:29:25.153347Z,2018-01-25T09:32:28.695541Z,183
4754,8952,86,True,2018-01-25T09:38:27.450833Z,2018-01-25T09:39:17.361140Z,49
4774,8936,8,True,2018-01-25T09:53:42.133016Z,2018-01-25T09:54:01.843438Z,19
4740,8901,67,True,2018-01-25T09:32:12.840937Z,2018-01-25T09:32:30.810811Z,17
4762,8916,25,True,2018-01-25T09:42:15.147121Z,2018-01-25T09:42:22.003298Z,6
4383,8874,81,False,2018-01-25T08:54:56.869312Z,2018-01-25T09:55:11.307841Z,3614
4746,8952,10,True,2018-01-25T09:34:23.172741Z,2018-01-25T09:34:39.020398Z,15
4797,8953,17,False,2018-01-25T09:57:43.340794Z,2018-01-25T09:57:43.340817Z,0
4798,8957,38,True,2018-01-25T09:57:43.709843Z,2018-01-25T09:58:44.898823Z,61
4769,8895,23,False,2018-01-25T09:49:06.168291Z,2018-01-25T09:49:06.168308Z,0
4777,8953,32,False,2018-01-25T09:54:07.078942Z,2018-01-25T10:45:25.902993Z,3078
4770,8948,55,False,2018-01-25T09:49:10.986376Z,2018-01-25T09:49:10.986401Z,0
4800,8965,11,False,2018-01-25T09:58:12.900662Z,2018-01-25T09:58:49.297379Z,36
4764,8916,11,True,2018-01-25T09:43:45.849832Z,2018-01-25T09:44:22.991890Z,37
4761,8884,85,False,2018-01-25T09:42:13.025286Z,2018-01-25T09:52:20.912091Z,607
4750,8944,52,True,2018-01-25T09:37:10.597733Z,2018-01-25T09:39:44.754051Z,154
4737,8923,9,True,2018-01-25T09:31:47.103719Z,2018-01-25T09:37:47.525221Z,360
4804,8961,14,True,2018-01-25T09:59:24.443044Z,2018-01-25T10:01:40.361461Z,135
4808,8961,23,True,2018-01-25T10:01:43.783980Z,2018-01-25T10:04:44.542336Z,180
4815,8884,58,True,2018-01-25T10:05:41.188171Z,2018-01-25T10:07:00.932218Z,79
4755,8944,59,False,2018-01-25T09:39:51.270695Z,2018-01-25T10:44:09.123360Z,3857
4799,8953,61,False,2018-01-25T09:58:02.978749Z,2018-01-25T09:58:02.978770Z,0
4725,8901,23,True,2018-01-25T09:30:26.557724Z,2018-01-25T10:58:43.006649Z,5296
4805,8916,50,True,2018-01-25T09:59:30.043500Z,2018-01-25T10:01:27.560158Z,117
4753,8872,81,False,2018-01-25T09:38:19.449967Z,2018-01-25T10:12:27.271703Z,2047
4820,8877,74,False,2018-01-25T10:08:36.102049Z,2018-01-25T10:08:36.102075Z,0
4834,8923,25,True,2018-01-25T10:13:37.563976Z,2018-01-25T10:13:50.175964Z,12
4802,8957,56,True,2018-01-25T09:58:50.975483Z,2018-01-25T10:00:04.891395Z,73
4809,8955,8,True,2018-01-25T10:01:58.582023Z,2018-01-25T10:02:17.193630Z,18
4807,8957,68,True,2018-01-25T10:00:12.489789Z,2018-01-25T10:16:53.543208Z,1001
4788,8936,70,True,2018-01-25T09:56:28.954837Z,2018-01-25T09:57:06.500923Z,37
4790,8965,38,True,2018-01-25T09:56:43.596899Z,2018-01-25T09:57:52.799388Z,69
4792,8958,63,False,2018-01-25T09:56:45.164916Z,2018-01-25T10:06:08.916454Z,563
4811,8916,28,False,2018-01-25T10:02:33.663147Z,2018-01-25T10:05:48.881379Z,195
4830,8872,25,True,2018-01-25T10:13:12.732549Z,2018-01-25T10:13:21.170011Z,8
4781,8958,37,True,2018-01-25T09:54:20.123051Z,2018-01-25T09:56:39.521690Z,139
4806,8901,61,False,2018-01-25T10:00:11.881155Z,2018-01-25T10:00:11.881179Z,0
4819,8895,21,True,2018-01-25T10:08:25.798099Z,2018-01-25T10:10:02.994136Z,97
4784,8925,73,False,2018-01-25T09:55:07.043694Z,2018-01-25T10:11:26.173048Z,979
4783,8877,39,True,2018-01-25T09:54:27.343842Z,2018-01-25T10:03:27.218203Z,539
4818,8880,60,False,2018-01-25T10:08:20.303444Z,2018-01-25T10:45:03.750699Z,2203
4823,8961,10,True,2018-01-25T10:09:50.503469Z,2018-01-25T10:10:12.303898Z,21
4752,8923,43,False,2018-01-25T09:37:54.236767Z,2018-01-25T10:11:12.932816Z,1998
4821,8916,44,True,2018-01-25T10:09:26.758702Z,2018-01-25T10:09:43.574123Z,16
4813,8877,15,False,2018-01-25T10:04:43.175810Z,2018-01-25T10:08:18.628022Z,215
4814,8961,19,True,2018-01-25T10:04:53.976791Z,2018-01-25T10:09:44.512424Z,290
4828,8923,14,True,2018-01-25T10:12:57.187131Z,2018-01-25T10:13:31.453201Z,34
4822,8916,32,False,2018-01-25T10:09:45.780702Z,2018-01-25T10:12:13.990654Z,148
4835,8948,19,True,2018-01-25T10:13:38.061162Z,2018-01-25T10:14:44.168674Z,66
4826,8948,10,True,2018-01-25T10:12:42.548687Z,2018-01-25T10:12:55.806563Z,13
4831,8948,12,True,2018-01-25T10:13:14.703735Z,2018-01-25T10:13:31.558080Z,16
4833,8872,44,True,2018-01-25T10:13:28.424218Z,2018-01-25T10:13:38.920872Z,10
4832,8872,78,False,2018-01-25T10:13:23.502910Z,2018-01-25T10:19:31.259882Z,367
4734,8884,83,True,2018-01-25T09:31:30.537335Z,2018-01-25T10:13:55.018558Z,2544
4803,8953,23,True,2018-01-25T09:59:03.764151Z,2018-01-25T10:21:50.557080Z,1366
4838,8923,51,True,2018-01-25T10:14:33.259991Z,2018-01-25T10:14:38.012604Z,4
4836,8923,26,True,2018-01-25T10:13:54.362567Z,2018-01-25T10:14:23.141207Z,28
4775,8945,9,False,2018-01-25T09:53:43.766181Z,2018-01-25T10:47:01.258958Z,3197
4789,8953,68,False,2018-01-25T09:56:36.210515Z,2018-01-25T10:57:13.675023Z,3637
4829,8872,5,False,2018-01-25T10:13:02.892170Z,2018-01-25T10:14:45.618808Z,102
4848,8935,70,True,2018-01-25T10:16:35.290291Z,2018-01-25T10:17:05.265749Z,29
4839,8923,31,True,2018-01-25T10:14:42.289369Z,2018-01-25T10:14:55.511856Z,13
4912,8872,8,True,2018-01-25T10:26:46.170517Z,2018-01-25T10:27:04.228842Z,18
4905,8898,86,True,2018-01-25T10:25:08.600689Z,2018-01-25T10:25:29.096443Z,20
4887,8961,67,True,2018-01-25T10:23:13.359391Z,2018-01-25T10:23:25.047910Z,11
4883,8895,14,True,2018-01-25T10:22:37.904802Z,2018-01-25T10:22:51.395511Z,13
4867,8935,41,True,2018-01-25T10:20:57.585272Z,2018-01-25T10:21:52.609293Z,55
4872,8961,86,True,2018-01-25T10:21:38.469128Z,2018-01-25T10:21:53.238097Z,14
4888,8895,31,True,2018-01-25T10:23:13.971454Z,2018-01-25T10:23:26.668599Z,12
4899,8898,14,True,2018-01-25T10:24:36.182519Z,2018-01-25T10:24:47.546718Z,11
4864,8885,2,True,2018-01-25T10:20:35.571930Z,2018-01-25T10:20:45.578358Z,10
4851,8923,67,True,2018-01-25T10:17:07.618670Z,2018-01-25T10:17:19.937295Z,12
4862,8872,68,False,2018-01-25T10:20:28.089503Z,2018-01-25T10:20:48.849722Z,20
4841,8923,49,True,2018-01-25T10:15:09.572143Z,2018-01-25T10:15:26.815678Z,17
4894,8895,66,True,2018-01-25T10:24:02.636385Z,2018-01-25T10:24:47.930279Z,45
4852,8935,69,True,2018-01-25T10:17:45.536629Z,2018-01-25T10:18:56.273700Z,70
4840,8948,34,True,2018-01-25T10:14:53.652722Z,2018-01-25T10:15:29.056798Z,35
4837,8897,73,True,2018-01-25T10:13:55.062155Z,2018-01-25T10:15:29.605734Z,94
4896,8935,72,False,2018-01-25T10:24:12.406485Z,2018-01-25T10:24:12.406509Z,0
4889,8948,32,False,2018-01-25T10:23:14.845090Z,2018-01-25T10:25:29.787354Z,134
4791,8884,78,False,2018-01-25T09:56:45.003017Z,2018-01-25T10:15:35.096629Z,1130
4915,8916,38,False,2018-01-25T10:28:20.361911Z,2018-01-25T10:28:20.361938Z,0
4875,8872,67,True,2018-01-25T10:21:59.419843Z,2018-01-25T10:22:10.441541Z,11
4876,8961,44,True,2018-01-25T10:21:59.508432Z,2018-01-25T10:22:11.684249Z,12
4865,8961,25,True,2018-01-25T10:20:48.039377Z,2018-01-25T10:21:01.218573Z,13
4895,8916,1,True,2018-01-25T10:24:11.861365Z,2018-01-25T10:24:51.330244Z,39
4847,8872,56,True,2018-01-25T10:16:31.601628Z,2018-01-25T10:17:42.527860Z,70
4910,8877,40,False,2018-01-25T10:26:24.997355Z,2018-01-25T10:27:10.967601Z,45
4782,8898,60,False,2018-01-25T09:54:27.293170Z,2018-01-25T10:17:45.130012Z,1397
4856,8948,11,True,2018-01-25T10:19:00.745015Z,2018-01-25T10:19:15.772620Z,15
4902,8916,9,False,2018-01-25T10:24:53.691538Z,2018-01-25T10:25:31.543184Z,37
4931,8913,86,True,2018-01-25T10:32:47.060131Z,2018-01-25T10:33:05.805508Z,18
4849,8916,82,False,2018-01-25T10:16:51.352100Z,2018-01-25T10:19:26.495878Z,155
4858,8916,6,True,2018-01-25T10:19:38.996988Z,2018-01-25T10:21:10.107591Z,91
4845,8872,51,True,2018-01-25T10:16:22.498779Z,2018-01-25T10:16:27.538807Z,5
4884,8916,79,False,2018-01-25T10:22:38.477714Z,2018-01-25T10:23:34.964845Z,56
4881,8894,61,False,2018-01-25T10:22:20.856608Z,2018-01-25T10:22:20.856624Z,0
4870,8916,64,False,2018-01-25T10:21:12.375220Z,2018-01-25T10:21:12.375238Z,0
4855,8941,37,False,2018-01-25T10:18:34.686038Z,2018-01-25T10:19:40.403436Z,65
4874,8953,19,True,2018-01-25T10:21:59.160188Z,2018-01-25T10:24:55.684744Z,176
4908,8948,21,True,2018-01-25T10:25:51.552388Z,2018-01-25T10:26:21.411233Z,29
4913,8877,61,True,2018-01-25T10:27:49.878796Z,2018-01-25T10:30:42.615681Z,172
4922,8885,51,True,2018-01-25T10:30:39.145364Z,2018-01-25T10:30:42.703005Z,3
4869,8961,26,True,2018-01-25T10:21:06.938125Z,2018-01-25T10:21:16.020984Z,9
4877,8872,32,False,2018-01-25T10:22:12.750049Z,2018-01-25T10:24:57.854781Z,165
4917,8872,11,True,2018-01-25T10:29:05.888925Z,2018-01-25T10:29:49.891044Z,44
4846,8916,51,True,2018-01-25T10:16:31.216354Z,2018-01-25T10:16:45.572376Z,14
4866,8885,52,True,2018-01-25T10:20:48.819013Z,2018-01-25T10:24:24.920016Z,216
4885,8895,25,True,2018-01-25T10:22:57.174362Z,2018-01-25T10:23:07.151424Z,9
4900,8898,26,True,2018-01-25T10:24:52.285745Z,2018-01-25T10:25:01.078159Z,8
4879,8961,66,True,2018-01-25T10:22:16.692524Z,2018-01-25T10:23:08.996847Z,52
4857,8935,76,True,2018-01-25T10:19:30.898493Z,2018-01-25T10:20:04.133383Z,33
4878,8916,10,True,2018-01-25T10:22:16.568791Z,2018-01-25T10:22:29.050933Z,12
4906,8898,51,True,2018-01-25T10:25:32.849085Z,2018-01-25T10:25:36.789430Z,3
4897,8885,58,False,2018-01-25T10:24:27.915970Z,2018-01-25T10:26:26.841871Z,118
4882,8895,84,False,2018-01-25T10:22:30.326763Z,2018-01-25T10:22:30.326786Z,0
4873,8948,52,True,2018-01-25T10:21:48.212787Z,2018-01-25T10:23:11.076478Z,82
4916,8872,23,True,2018-01-25T10:28:32.672869Z,2018-01-25T10:29:00.825139Z,28
4886,8935,55,False,2018-01-25T10:23:06.232464Z,2018-01-25T10:23:42.218657Z,35
4923,8877,42,True,2018-01-25T10:30:53.863274Z,2018-01-25T10:33:18.039655Z,144
4843,8948,79,False,2018-01-25T10:15:45.645855Z,2018-01-25T10:20:20.219501Z,274
4871,8961,31,True,2018-01-25T10:21:20.315432Z,2018-01-25T10:21:32.917773Z,12
4853,8885,50,False,2018-01-25T10:17:45.638458Z,2018-01-25T10:20:20.677894Z,155
4844,8923,66,True,2018-01-25T10:16:16.544207Z,2018-01-25T10:17:03.378318Z,46
4891,8895,44,True,2018-01-25T10:23:31.434644Z,2018-01-25T10:23:43.906971Z,12
4859,8872,49,True,2018-01-25T10:20:12.885916Z,2018-01-25T10:20:24.993015Z,12
4861,8885,1,False,2018-01-25T10:20:27.877716Z,2018-01-25T10:20:27.877741Z,0
4854,8941,14,True,2018-01-25T10:18:03.881928Z,2018-01-25T10:18:29.858744Z,25
4880,8935,37,False,2018-01-25T10:22:18.199517Z,2018-01-25T10:22:38.357144Z,20
4901,8895,67,True,2018-01-25T10:24:52.443225Z,2018-01-25T10:25:10.152215Z,17
4860,8961,2,True,2018-01-25T10:20:22.544882Z,2018-01-25T10:20:36.398396Z,13
4893,8898,2,True,2018-01-25T10:23:55.810122Z,2018-01-25T10:24:31.136974Z,35
4926,8941,56,False,2018-01-25T10:31:41.364553Z,2018-01-25T10:31:41.364579Z,0
4863,8948,13,True,2018-01-25T10:20:31.828723Z,2018-01-25T10:21:44.355885Z,72
4868,8872,66,True,2018-01-25T10:21:02.257136Z,2018-01-25T10:21:45.198523Z,42
4914,8872,12,True,2018-01-25T10:28:14.932996Z,2018-01-25T10:28:28.588324Z,13
4892,8895,49,True,2018-01-25T10:23:48.869649Z,2018-01-25T10:23:58.697740Z,9
4907,8898,49,True,2018-01-25T10:25:42.068881Z,2018-01-25T10:25:51.135488Z,9
4890,8898,4,False,2018-01-25T10:23:20.096660Z,2018-01-25T10:23:20.096692Z,0
4904,8872,6,True,2018-01-25T10:25:06.400300Z,2018-01-25T10:26:40.483047Z,94
4898,8935,61,False,2018-01-25T10:24:30.076429Z,2018-01-25T10:24:40.651145Z,10
4919,8941,68,False,2018-01-25T10:30:06.856280Z,2018-01-25T10:30:06.856417Z,0
4943,8897,1,True,2018-01-25T10:34:38.436570Z,2018-01-25T10:35:13.940363Z,35
4918,8872,13,True,2018-01-25T10:29:56.020027Z,2018-01-25T10:30:59.217920Z,63
4933,8872,46,False,2018-01-25T10:33:07.835629Z,2018-01-25T10:33:46.707972Z,38
4930,8959,38,False,2018-01-25T10:32:32.753449Z,2018-01-25T10:35:20.456040Z,167
4921,8948,42,False,2018-01-25T10:30:25.484405Z,2018-01-25T10:32:42.151358Z,136
4928,8913,25,True,2018-01-25T10:32:05.513068Z,2018-01-25T10:32:17.905383Z,12
4942,8872,69,False,2018-01-25T10:34:30.307570Z,2018-01-25T10:34:30.307587Z,0
4909,8898,67,True,2018-01-25T10:25:54.571502Z,2018-01-25T10:26:05.610972Z,11
4929,8913,26,True,2018-01-25T10:32:22.941076Z,2018-01-25T10:32:42.673256Z,19
4903,8953,13,False,2018-01-25T10:25:06.398246Z,2018-01-25T10:26:13.339641Z,66
4842,8897,72,False,2018-01-25T10:15:38.523449Z,2018-01-25T10:29:31.996456Z,833
4932,8948,57,True,2018-01-25T10:32:55.381549Z,2018-01-25T10:34:19.220538Z,83
4925,8913,14,True,2018-01-25T10:31:33.691313Z,2018-01-25T10:31:56.788128Z,23
4920,8885,25,True,2018-01-25T10:30:21.450301Z,2018-01-25T10:30:33.665033Z,12
4960,8874,44,True,2018-01-25T10:37:41.455154Z,2018-01-25T10:37:59.090323Z,17
4924,8885,47,True,2018-01-25T10:30:56.781845Z,2018-01-25T10:33:37.403525Z,160
4935,8913,49,True,2018-01-25T10:33:28.891106Z,2018-01-25T10:33:37.613145Z,8
4779,8956,59,False,2018-01-25T09:54:14.445017Z,2018-01-25T10:34:39.906592Z,2425
4944,8913,67,True,2018-01-25T10:34:38.628274Z,2018-01-25T10:34:58.066210Z,19
4936,8913,66,True,2018-01-25T10:33:42.044639Z,2018-01-25T10:34:32.635554Z,50
4937,8885,10,True,2018-01-25T10:33:44.335307Z,2018-01-25T10:33:54.231490Z,9
4939,8872,82,False,2018-01-25T10:34:02.814251Z,2018-01-25T10:34:02.814267Z,0
4934,8877,77,False,2018-01-25T10:33:26.485066Z,2018-01-25T10:33:26.485085Z,0
4938,8897,11,True,2018-01-25T10:33:45.863867Z,2018-01-25T10:34:33.188632Z,47
4946,8916,76,True,2018-01-25T10:35:34.716165Z,2018-01-25T10:36:14.190856Z,39
4948,8959,69,False,2018-01-25T10:35:47.372457Z,2018-01-25T10:35:47.372472Z,0
4945,8897,56,True,2018-01-25T10:35:22.403403Z,2018-01-25T10:36:04.238121Z,41
4911,8948,9,False,2018-01-25T10:26:25.361448Z,2018-01-25T10:36:10.001160Z,584
4941,8885,55,False,2018-01-25T10:34:15.257257Z,2018-01-25T10:36:39.444270Z,144
4956,8874,25,True,2018-01-25T10:37:09.956680Z,2018-01-25T10:37:18.419878Z,8
4958,8874,31,True,2018-01-25T10:37:22.462707Z,2018-01-25T10:37:34.434167Z,11
4952,8874,2,True,2018-01-25T10:36:27.970730Z,2018-01-25T10:36:43.907218Z,15
4955,8874,14,True,2018-01-25T10:36:49.080499Z,2018-01-25T10:37:06.059586Z,16
4962,8872,18,True,2018-01-25T10:38:17.770436Z,2018-01-25T10:39:28.737319Z,70
4949,8897,37,True,2018-01-25T10:36:06.806286Z,2018-01-25T10:37:21.300504Z,74
4953,8948,84,True,2018-01-25T10:36:31.023777Z,2018-01-25T10:37:31.046642Z,60
4927,8872,21,False,2018-01-25T10:31:42.726408Z,2018-01-25T10:38:01.853031Z,379
4951,8941,13,True,2018-01-25T10:36:18.665716Z,2018-01-25T10:37:34.904191Z,76
4950,8959,6,False,2018-01-25T10:36:08.675767Z,2018-01-25T10:37:38.300259Z,89
4947,8904,58,True,2018-01-25T10:35:39.659595Z,2018-01-25T10:38:00.500501Z,140
4957,8964,6,True,2018-01-25T10:37:20.363395Z,2018-01-25T10:38:15.121128Z,54
4954,8916,74,False,2018-01-25T10:36:33.272764Z,2018-01-25T10:38:06.965822Z,93
4961,8874,51,True,2018-01-25T10:38:03.935045Z,2018-01-25T10:38:10.386594Z,6
4940,8953,46,True,2018-01-25T10:34:03.312990Z,2018-01-25T10:46:28.962399Z,745
4850,8957,72,False,2018-01-25T10:17:03.414681Z,2018-01-25T10:50:09.836256Z,1986
5005,8965,3,False,2018-01-25T10:43:59.782613Z,2018-01-25T10:45:12.526617Z,72
4972,8872,84,True,2018-01-25T10:39:37.186890Z,2018-01-25T10:40:18.702491Z,41
4963,8874,49,True,2018-01-25T10:38:20.166176Z,2018-01-25T10:38:28.443816Z,8
5012,8897,44,True,2018-01-25T10:44:36.257310Z,2018-01-25T10:44:47.939855Z,11
5010,8885,86,True,2018-01-25T10:44:25.781768Z,2018-01-25T10:44:48.786513Z,23
5002,8872,47,False,2018-01-25T10:43:46.352287Z,2018-01-25T10:44:48.959799Z,62
4995,8872,37,True,2018-01-25T10:43:06.815916Z,2018-01-25T10:43:38.578076Z,31
5017,8964,11,True,2018-01-25T10:44:55.347682Z,2018-01-25T10:45:12.756242Z,17
4997,8897,26,True,2018-01-25T10:43:10.572648Z,2018-01-25T10:43:39.082269Z,28
4996,8968,44,True,2018-01-25T10:43:07.864230Z,2018-01-25T10:43:39.241919Z,31
4966,8904,47,True,2018-01-25T10:39:01.054301Z,2018-01-25T10:41:46.756503Z,165
5000,8897,60,False,2018-01-25T10:43:41.299569Z,2018-01-25T10:43:41.299593Z,0
4989,8913,52,False,2018-01-25T10:41:47.494391Z,2018-01-25T10:41:47.494420Z,0
4993,8872,3,True,2018-01-25T10:42:26.701580Z,2018-01-25T10:42:46.204675Z,19
4983,8956,56,True,2018-01-25T10:41:17.342201Z,2018-01-25T10:41:48.727326Z,31
4965,8874,66,True,2018-01-25T10:38:32.983367Z,2018-01-25T10:39:00.925151Z,27
4967,8913,3,False,2018-01-25T10:39:06.893552Z,2018-01-25T10:39:06.893569Z,0
5016,8897,78,False,2018-01-25T10:44:50.262886Z,2018-01-25T10:44:50.262900Z,0
4988,8884,12,True,2018-01-25T10:41:44.340153Z,2018-01-25T10:41:54.227785Z,9
5050,8884,46,True,2018-01-25T10:48:15.438517Z,2018-01-25T10:48:35.795565Z,20
5008,8964,13,True,2018-01-25T10:44:09.289635Z,2018-01-25T10:44:51.796584Z,42
4976,8884,66,True,2018-01-25T10:40:18.138200Z,2018-01-25T10:40:50.945014Z,32
4977,8872,70,True,2018-01-25T10:40:25.177411Z,2018-01-25T10:40:51.420999Z,26
4970,8913,69,True,2018-01-25T10:39:28.659344Z,2018-01-25T10:40:52.868026Z,84
4968,8884,49,True,2018-01-25T10:39:10.632903Z,2018-01-25T10:39:19.903020Z,9
5057,8886,10,True,2018-01-25T10:49:15.670901Z,2018-01-25T10:49:27.677860Z,12
5001,8968,8,True,2018-01-25T10:43:44.760868Z,2018-01-25T10:44:53.242213Z,68
5027,8964,3,True,2018-01-25T10:45:17.928176Z,2018-01-25T10:45:49.410009Z,31
5035,8897,67,True,2018-01-25T10:45:59.423522Z,2018-01-25T10:46:14.135203Z,14
5006,8897,86,True,2018-01-25T10:44:08.603063Z,2018-01-25T10:44:30.870053Z,22
5043,8932,26,True,2018-01-25T10:47:28.088557Z,2018-01-25T10:47:37.730559Z,9
4978,8897,34,False,2018-01-25T10:40:26.952513Z,2018-01-25T10:42:59.550487Z,152
4964,8964,80,False,2018-01-25T10:38:26.585384Z,2018-01-25T10:39:31.264139Z,64
4969,8884,26,True,2018-01-25T10:39:23.848102Z,2018-01-25T10:39:31.371656Z,7
4984,8938,6,True,2018-01-25T10:41:20.371271Z,2018-01-25T10:44:00.866482Z,160
4959,8897,27,True,2018-01-25T10:37:25.553630Z,2018-01-25T10:39:35.156725Z,129
5023,8897,49,True,2018-01-25T10:45:11.186653Z,2018-01-25T10:45:21.429486Z,10
4980,8884,67,True,2018-01-25T10:40:55.534474Z,2018-01-25T10:41:04.458130Z,8
