id,student,task,solved,start,end,time_spent
39,917,26,False,2017-11-13T10:58:19.666306Z,2017-11-13T10:59:21.969801Z,62
28,584,41,True,2017-11-12T08:57:39.741460Z,2017-11-12T08:58:43.087657Z,63
13,29,8,True,2017-11-10T12:24:07.602156Z,2017-11-10T12:24:24.986604Z,17
1,5,25,True,2017-11-10T10:25:08.451949Z,2017-11-10T10:25:22.612931Z,14
14,29,38,False,2017-11-10T12:25:55.411733Z,2017-11-10T12:25:55.411745Z,0
15,381,51,False,2017-11-11T16:18:59.582032Z,2017-11-11T16:18:59.582047Z,0
2,29,25,True,2017-11-10T12:19:38.296521Z,2017-11-10T12:19:50.945672Z,12
3,29,51,True,2017-11-10T12:19:55.337206Z,2017-11-10T12:20:00.215662Z,4
29,584,51,True,2017-11-12T08:58:45.905092Z,2017-11-12T08:59:22.765583Z,36
16,584,2,True,2017-11-12T08:33:42.535936Z,2017-11-12T08:36:08.303324Z,145
4,29,2,True,2017-11-10T12:20:05.152265Z,2017-11-10T12:20:29.837257Z,24
21,584,13,True,2017-11-12T08:42:03.346800Z,2017-11-12T08:45:26.214120Z,202
5,29,12,True,2017-11-10T12:20:32.155447Z,2017-11-10T12:20:51.039123Z,18
40,917,25,False,2017-11-13T10:59:50.360227Z,2017-11-13T11:00:00.012339Z,9
41,951,51,False,2017-11-13T13:40:05.650619Z,2017-11-13T13:40:05.650637Z,0
6,29,10,True,2017-11-10T12:20:54.080259Z,2017-11-10T12:21:04.451684Z,10
91,1630,14,True,2017-11-15T17:23:21.335163Z,2017-11-15T17:24:08.196474Z,46
64,1219,21,False,2017-11-14T10:06:29.177736Z,2017-11-14T10:07:08.959953Z,39
30,584,37,True,2017-11-12T08:59:24.912358Z,2017-11-12T09:00:30.294896Z,65
7,29,14,True,2017-11-10T12:21:06.966330Z,2017-11-10T12:21:25.756629Z,18
22,584,23,True,2017-11-12T08:45:31.357977Z,2017-11-12T08:46:59.764837Z,88
17,584,31,True,2017-11-12T08:36:17.796933Z,2017-11-12T08:37:19.194043Z,61
8,29,11,True,2017-11-10T12:21:33.061485Z,2017-11-10T12:22:00.951332Z,27
56,1219,19,False,2017-11-14T09:58:47.761552Z,2017-11-14T09:59:17.118302Z,29
18,584,12,True,2017-11-12T08:37:31.844203Z,2017-11-12T08:38:19.445586Z,47
9,29,1,True,2017-11-10T12:22:14.768707Z,2017-11-10T12:22:38.488054Z,23
23,584,21,True,2017-11-12T08:47:03.994079Z,2017-11-12T08:48:20.630643Z,76
10,29,3,True,2017-11-10T12:22:42.455442Z,2017-11-10T12:23:02.627586Z,20
65,1219,38,False,2017-11-14T10:07:19.985688Z,2017-11-14T10:07:48.915879Z,28
57,1219,2,True,2017-11-14T09:59:44.029259Z,2017-11-14T10:00:07.562723Z,23
11,29,49,True,2017-11-10T12:23:06.409399Z,2017-11-10T12:23:20.981435Z,14
66,1219,17,False,2017-11-14T10:08:05.842945Z,2017-11-14T10:08:05.842956Z,0
24,584,3,True,2017-11-12T08:48:30.172061Z,2017-11-12T08:49:52.152552Z,81
19,584,8,True,2017-11-12T08:38:23.728383Z,2017-11-12T08:39:16.948483Z,53
31,584,60,True,2017-11-12T09:00:34.676681Z,2017-11-12T09:06:39.467203Z,364
25,584,53,True,2017-11-12T08:49:58.723520Z,2017-11-12T08:50:34.278733Z,35
12,29,17,True,2017-11-10T12:23:23.127216Z,2017-11-10T12:24:04.466627Z,41
58,1219,31,True,2017-11-14T10:00:11.569846Z,2017-11-14T10:00:32.551150Z,20
86,1362,26,False,2017-11-14T20:19:54.980334Z,2017-11-14T20:23:04.484123Z,189
67,1219,8,True,2017-11-14T10:08:14.812855Z,2017-11-14T10:08:39.347921Z,24
26,584,17,True,2017-11-12T08:50:37.636168Z,2017-11-12T08:53:19.574831Z,161
68,1219,1,False,2017-11-14T10:08:42.537883Z,2017-11-14T10:08:42.537898Z,0
69,1219,3,False,2017-11-14T10:09:42.543669Z,2017-11-14T10:09:42.543684Z,0
70,1219,32,False,2017-11-14T10:10:08.600367Z,2017-11-14T10:10:08.600381Z,0
20,584,6,True,2017-11-12T08:39:19.885045Z,2017-11-12T08:41:55.532404Z,155
71,1219,41,False,2017-11-14T10:11:55.325175Z,2017-11-14T10:11:55.325187Z,0
72,1219,62,False,2017-11-14T10:12:18.274266Z,2017-11-14T10:12:18.274280Z,0
59,1219,23,True,2017-11-14T10:00:35.241527Z,2017-11-14T10:01:49.379738Z,74
32,584,55,True,2017-11-12T09:06:42.290558Z,2017-11-12T09:16:01.536357Z,559
33,584,55,False,2017-11-12T21:09:11.761305Z,2017-11-12T21:09:11.761317Z,0
73,1219,9,False,2017-11-14T10:13:15.214849Z,2017-11-14T10:13:15.214863Z,0
82,1321,25,True,2017-11-14T17:18:00.384850Z,2017-11-14T17:19:20.385602Z,80
60,1219,10,True,2017-11-14T10:01:53.205451Z,2017-11-14T10:02:09.930190Z,16
27,584,50,True,2017-11-12T08:53:25.954833Z,2017-11-12T08:57:36.021998Z,250
42,971,31,True,2017-11-13T15:06:13.983979Z,2017-11-13T15:08:47.903867Z,153
43,971,2,False,2017-11-13T15:08:53.835393Z,2017-11-13T15:08:53.835405Z,0
97,1661,51,True,2017-11-15T19:42:56.195848Z,2017-11-15T19:43:37.525624Z,41
83,1321,51,True,2017-11-14T17:19:26.790269Z,2017-11-14T17:19:35.632520Z,8
77,1282,12,True,2017-11-14T14:27:46.046868Z,2017-11-14T14:29:09.574436Z,83
44,1003,51,False,2017-11-13T17:21:43.933724Z,2017-11-13T17:22:11.098942Z,27
45,1020,31,False,2017-11-13T18:36:00.568450Z,2017-11-13T18:36:00.568462Z,0
34,769,31,True,2017-11-12T23:27:20.552363Z,2017-11-12T23:29:15.254793Z,114
61,1219,12,True,2017-11-14T10:02:33.954263Z,2017-11-14T10:02:57.127982Z,23
62,1219,57,False,2017-11-14T10:03:00.331632Z,2017-11-14T10:03:00.331644Z,0
35,769,49,True,2017-11-12T23:29:22.225442Z,2017-11-12T23:29:46.450458Z,24
36,769,2,False,2017-11-12T23:29:51.055048Z,2017-11-12T23:29:51.055059Z,0
37,769,11,False,2017-11-12T23:30:26.479475Z,2017-11-12T23:30:26.479487Z,0
38,909,26,False,2017-11-13T10:27:27.617132Z,2017-11-13T10:27:44.045912Z,16
46,1027,2,False,2017-11-13T19:06:30.751675Z,2017-11-13T19:08:30.576655Z,119
47,1027,10,False,2017-11-13T19:08:34.178771Z,2017-11-13T19:08:34.178781Z,0
48,1181,31,False,2017-11-14T07:38:25.227101Z,2017-11-14T07:38:25.227115Z,0
49,1181,46,False,2017-11-14T07:38:29.411142Z,2017-11-14T07:38:29.411152Z,0
74,1282,25,True,2017-11-14T14:23:01.851384Z,2017-11-14T14:24:26.978222Z,85
87,1362,25,False,2017-11-14T20:24:01.801223Z,2017-11-14T20:25:23.561268Z,81
75,1282,51,True,2017-11-14T14:24:31.121073Z,2017-11-14T14:24:40.650103Z,9
108,1882,4,False,2017-11-16T13:17:58.960947Z,2017-11-16T13:19:52.362383Z,113
92,1630,10,True,2017-11-15T17:24:12.231498Z,2017-11-15T17:24:35.509811Z,23
50,1181,17,False,2017-11-14T07:42:22.896993Z,2017-11-14T07:43:18.257495Z,55
51,1181,29,False,2017-11-14T07:43:41.699860Z,2017-11-14T07:43:41.699873Z,0
52,1181,43,False,2017-11-14T07:43:58.052877Z,2017-11-14T07:43:58.052888Z,0
53,1218,31,False,2017-11-14T09:56:16.139109Z,2017-11-14T09:57:12.334067Z,56
88,1362,49,False,2017-11-14T20:27:14.721596Z,2017-11-14T20:27:32.542887Z,17
54,1219,51,True,2017-11-14T09:57:54.895737Z,2017-11-14T09:58:08.924667Z,14
106,1882,31,True,2017-11-16T13:14:08.775850Z,2017-11-16T13:14:30.658554Z,21
98,1882,26,True,2017-11-16T13:02:34.021427Z,2017-11-16T13:03:51.120761Z,77
55,1219,44,True,2017-11-14T09:58:13.742272Z,2017-11-14T09:58:38.423739Z,24
95,1630,21,False,2017-11-15T17:28:39.928144Z,2017-11-15T17:33:32.968982Z,293
78,1282,14,False,2017-11-14T14:29:12.785283Z,2017-11-14T14:34:47.144526Z,334
89,1630,44,True,2017-11-15T17:20:44.266528Z,2017-11-15T17:22:54.956974Z,130
84,1321,23,False,2017-11-14T17:19:41.959416Z,2017-11-14T17:24:21.029629Z,279
79,1287,25,False,2017-11-14T14:43:13.918025Z,2017-11-14T14:44:20.805423Z,66
63,1219,13,True,2017-11-14T10:03:50.718885Z,2017-11-14T10:06:25.747950Z,155
85,1325,61,False,2017-11-14T17:31:17.867429Z,2017-11-14T17:31:17.867445Z,0
76,1282,8,True,2017-11-14T14:24:45.998051Z,2017-11-14T14:27:41.244193Z,175
80,1287,8,False,2017-11-14T14:44:39.960226Z,2017-11-14T14:45:54.864469Z,74
101,1882,60,False,2017-11-16T13:10:13.729242Z,2017-11-16T13:12:02.892378Z,109
81,1302,51,False,2017-11-14T15:46:38.898967Z,2017-11-14T15:47:13.516519Z,34
90,1630,25,True,2017-11-15T17:22:59.745181Z,2017-11-15T17:23:12.758833Z,13
93,1630,8,True,2017-11-15T17:24:38.858073Z,2017-11-15T17:25:19.188515Z,40
104,1882,8,True,2017-11-16T13:13:04.513143Z,2017-11-16T13:13:45.205966Z,40
100,1882,18,False,2017-11-16T13:08:09.224630Z,2017-11-16T13:09:45.574687Z,96
96,1630,13,False,2017-11-15T17:34:14.462072Z,2017-11-15T17:35:03.065108Z,48
102,1882,25,True,2017-11-16T13:12:24.149828Z,2017-11-16T13:12:35.562431Z,11
94,1630,19,True,2017-11-15T17:25:25.304936Z,2017-11-15T17:28:32.278594Z,186
99,1882,41,False,2017-11-16T13:04:12.613269Z,2017-11-16T13:07:45.588224Z,212
113,1882,53,False,2017-11-16T13:24:19.761521Z,2017-11-16T13:24:30.217729Z,10
107,1882,21,False,2017-11-16T13:14:34.777342Z,2017-11-16T13:17:33.986681Z,179
109,1882,6,False,2017-11-16T13:20:00.398548Z,2017-11-16T13:20:14.918241Z,14
103,1882,2,True,2017-11-16T13:12:45.329843Z,2017-11-16T13:13:00.884641Z,15
105,1882,10,True,2017-11-16T13:13:47.955204Z,2017-11-16T13:14:04.839182Z,16
112,1882,57,False,2017-11-16T13:22:53.741898Z,2017-11-16T13:24:00.269743Z,66
111,1882,14,True,2017-11-16T13:22:11.213665Z,2017-11-16T13:22:50.775654Z,39
110,1882,1,True,2017-11-16T13:20:43.335250Z,2017-11-16T13:22:07.994882Z,84
114,1882,50,False,2017-11-16T13:25:00.195966Z,2017-11-16T13:25:18.848829Z,18
115,1882,11,True,2017-11-16T13:27:19.139806Z,2017-11-16T13:28:01.951907Z,42
116,1882,17,False,2017-11-16T13:28:07.052403Z,2017-11-16T13:29:49.148772Z,102
117,1882,13,False,2017-11-16T13:30:50.924016Z,2017-11-16T13:32:26.133313Z,95
118,1882,3,False,2017-11-16T13:32:58.378782Z,2017-11-16T13:32:58.378794Z,0
119,1882,19,False,2017-11-16T13:34:24.334056Z,2017-11-16T13:35:14.911562Z,50
120,1882,46,False,2017-11-16T13:35:31.148202Z,2017-11-16T13:36:37.134579Z,65
121,1882,38,False,2017-11-16T13:36:47.004456Z,2017-11-16T14:31:48.834645Z,3301
122,1943,25,True,2017-11-16T17:48:10.251797Z,2017-11-16T17:52:39.867097Z,269
123,1943,31,True,2017-11-16T17:52:46.573920Z,2017-11-16T17:56:23.759676Z,217
124,1943,10,True,2017-11-16T17:56:31.015302Z,2017-11-16T17:56:52.128761Z,21
125,1943,12,True,2017-11-16T17:56:56.485449Z,2017-11-16T17:57:18.630272Z,22
126,1943,26,True,2017-11-16T17:57:23.042333Z,2017-11-16T17:58:15.160468Z,52
128,584,55,False,2017-11-16T20:32:39.699912Z,2017-11-16T20:32:39.699918Z,0
127,1943,23,False,2017-11-16T17:58:18.921398Z,2017-11-16T18:00:05.200908Z,106
148,2481,3,True,2017-11-18T13:29:32.756869Z,2017-11-18T13:30:11.892728Z,39
129,5,26,True,2017-11-17T09:08:32.115314Z,2017-11-17T09:08:42.132592Z,10
161,2481,53,False,2017-11-18T13:49:08.095760Z,2017-11-18T13:49:08.095776Z,0
222,3188,2,True,2017-11-21T19:17:56.056989Z,2017-11-21T19:18:29.492659Z,33
131,2258,31,False,2017-11-17T19:22:05.537053Z,2017-11-17T19:33:43.767892Z,698
132,2472,51,False,2017-11-18T12:14:01.381181Z,2017-11-18T12:14:35.622697Z,34
190,3165,26,True,2017-11-20T18:08:46.105873Z,2017-11-20T18:09:59.528420Z,73
223,3505,2,False,2017-11-21T19:18:34.648222Z,2017-11-21T19:18:34.648237Z,0
155,2492,49,False,2017-11-18T13:37:38.062714Z,2017-11-18T13:39:14.750735Z,96
224,3188,18,False,2017-11-21T19:18:59.434745Z,2017-11-21T19:18:59.434768Z,0
133,2481,44,True,2017-11-18T13:15:57.929574Z,2017-11-18T13:17:10.513505Z,72
189,3165,2,True,2017-11-20T18:01:14.485832Z,2017-11-20T18:10:17.738160Z,543
187,3137,8,True,2017-11-20T15:55:29.033638Z,2017-11-20T15:56:13.117302Z,44
162,2481,40,False,2017-11-18T13:49:21.360260Z,2017-11-18T13:50:12.457814Z,51
163,2481,43,False,2017-11-18T13:50:24.457475Z,2017-11-18T13:50:24.457505Z,0
134,2481,31,True,2017-11-18T13:17:14.580288Z,2017-11-18T13:17:45.530739Z,30
135,2481,6,False,2017-11-18T13:17:49.962058Z,2017-11-18T13:17:49.962089Z,0
136,2481,49,False,2017-11-18T13:18:14.165440Z,2017-11-18T13:18:14.165457Z,0
164,2481,45,False,2017-11-18T13:50:49.687327Z,2017-11-18T13:50:49.687343Z,0
154,2481,62,False,2017-11-18T13:37:34.039495Z,2017-11-18T13:40:22.943586Z,168
137,2481,10,True,2017-11-18T13:18:24.876550Z,2017-11-18T13:18:37.715303Z,12
191,3165,6,False,2017-11-20T18:10:49.725560Z,2017-11-20T18:10:49.725578Z,0
138,2481,26,True,2017-11-18T13:18:40.078416Z,2017-11-18T13:18:53.234330Z,13
149,2481,17,False,2017-11-18T13:30:19.022593Z,2017-11-18T13:31:59.023255Z,100
192,3165,19,False,2017-11-20T18:11:10.114361Z,2017-11-20T18:11:10.114381Z,0
139,2481,2,True,2017-11-18T13:18:55.222568Z,2017-11-18T13:19:08.842224Z,13
150,2481,51,True,2017-11-18T13:32:07.416386Z,2017-11-18T13:32:13.539140Z,6
193,3165,38,False,2017-11-20T18:13:41.986684Z,2017-11-20T18:13:41.986707Z,0
165,2481,39,False,2017-11-18T13:50:57.641376Z,2017-11-18T13:51:26.672377Z,29
130,2200,38,False,2017-11-17T15:02:50.902869Z,2017-11-18T13:52:49.105415Z,82198
140,2481,12,True,2017-11-18T13:19:11.155801Z,2017-11-18T13:19:33.773670Z,22
210,3198,12,True,2017-11-20T20:17:03.677629Z,2017-11-20T20:17:35.816721Z,32
141,2481,25,True,2017-11-18T13:19:38.181808Z,2017-11-18T13:19:47.525398Z,9
166,2200,23,False,2017-11-18T13:53:07.812987Z,2017-11-18T13:53:42.026823Z,34
167,2200,2,False,2017-11-18T13:54:18.248170Z,2017-11-18T13:54:18.248187Z,0
199,3188,8,True,2017-11-20T19:23:27.008746Z,2017-11-20T19:23:58.329478Z,31
142,2481,8,True,2017-11-18T13:19:51.028227Z,2017-11-18T13:20:20.753319Z,29
143,2481,18,False,2017-11-18T13:20:22.972614Z,2017-11-18T13:20:22.972633Z,0
194,3177,2,False,2017-11-20T18:42:38.702206Z,2017-11-20T18:42:58.361333Z,19
156,2481,33,False,2017-11-18T13:40:51.031980Z,2017-11-18T13:42:46.017953Z,114
225,3691,2,False,2017-11-22T09:57:20.265903Z,2017-11-22T09:57:39.363901Z,19
144,2481,38,False,2017-11-18T13:22:03.507731Z,2017-11-18T13:33:40.603014Z,697
168,2200,51,True,2017-11-18T13:54:51.043040Z,2017-11-18T13:55:22.975396Z,31
145,2481,24,False,2017-11-18T13:22:50.239754Z,2017-11-18T13:24:16.045931Z,85
146,2481,19,False,2017-11-18T13:26:34.630259Z,2017-11-18T13:26:34.630283Z,0
180,3122,10,False,2017-11-20T14:53:12.651333Z,2017-11-20T14:56:14.973193Z,182
195,3183,10,True,2017-11-20T19:02:32.871961Z,2017-11-20T19:03:12.212194Z,39
169,2200,25,True,2017-11-18T13:55:25.482915Z,2017-11-18T13:55:40.703928Z,15
211,3198,14,True,2017-11-20T20:17:38.789093Z,2017-11-20T20:18:03.394128Z,24
212,3326,25,False,2017-11-21T06:16:14.207779Z,2017-11-21T06:16:14.207809Z,0
200,3188,49,True,2017-11-20T19:24:01.235700Z,2017-11-20T19:24:31.774571Z,30
170,2200,12,True,2017-11-18T13:55:57.202536Z,2017-11-18T13:56:21.717114Z,24
157,2481,5,False,2017-11-18T13:42:58.310433Z,2017-11-18T13:44:20.476437Z,82
217,3332,23,False,2017-11-21T06:49:54.449060Z,2017-11-21T06:51:35.060898Z,100
147,2481,4,False,2017-11-18T13:27:05.883635Z,2017-11-18T13:29:21.640069Z,135
196,3183,12,False,2017-11-20T19:03:18.530753Z,2017-11-20T19:03:45.209627Z,26
181,3131,25,False,2017-11-20T15:23:37.153750Z,2017-11-20T15:47:44.459698Z,1447
171,2200,8,True,2017-11-18T13:56:24.687993Z,2017-11-18T13:56:45.107399Z,20
172,2200,14,False,2017-11-18T13:56:47.778438Z,2017-11-18T13:57:03.732890Z,15
182,3137,51,True,2017-11-20T15:50:58.331171Z,2017-11-20T15:52:15.759360Z,77
215,3332,31,True,2017-11-21T06:48:15.753841Z,2017-11-21T06:49:32.771315Z,77
151,2481,42,False,2017-11-18T13:33:54.696271Z,2017-11-18T13:36:45.113418Z,170
152,2481,61,False,2017-11-18T13:36:58.233540Z,2017-11-18T13:36:58.233556Z,0
153,2481,36,False,2017-11-18T13:37:21.782788Z,2017-11-18T13:37:21.782803Z,0
158,2481,28,False,2017-11-18T13:44:28.806928Z,2017-11-18T13:46:07.877931Z,99
173,2200,59,False,2017-11-18T13:57:32.080610Z,2017-11-18T13:58:32.532179Z,60
159,2481,32,False,2017-11-18T13:47:13.601008Z,2017-11-18T13:47:13.601036Z,0
174,2856,31,False,2017-11-19T18:03:13.076000Z,2017-11-19T18:03:32.026320Z,18
175,1962,25,False,2017-11-19T22:22:40.621331Z,2017-11-19T22:22:40.621353Z,0
176,1962,51,False,2017-11-19T22:22:57.829894Z,2017-11-19T22:22:57.829911Z,0
177,1962,31,False,2017-11-19T22:23:02.911071Z,2017-11-19T22:23:02.911093Z,0
183,3137,25,True,2017-11-20T15:52:20.727921Z,2017-11-20T15:52:42.753583Z,22
238,3188,19,True,2017-11-22T19:36:32.672251Z,2017-11-22T19:38:55.154763Z,142
201,3188,46,False,2017-11-20T19:24:45.013321Z,2017-11-20T19:26:54.518320Z,129
202,3188,15,False,2017-11-20T19:27:29.441731Z,2017-11-20T19:27:29.441748Z,0
206,3198,6,True,2017-11-20T20:05:30.350652Z,2017-11-20T20:09:24.984367Z,234
178,3119,25,False,2017-11-20T14:40:58.157932Z,2017-11-20T14:41:56.801469Z,58
160,2481,20,False,2017-11-18T13:47:36.283033Z,2017-11-18T13:48:41.430786Z,65
184,3137,49,True,2017-11-20T15:52:48.483184Z,2017-11-20T15:53:44.262433Z,55
227,3709,25,True,2017-11-22T11:14:01.941897Z,2017-11-22T11:14:31.691784Z,29
179,3122,51,False,2017-11-20T14:51:23.690418Z,2017-11-20T14:52:50.180977Z,86
188,3137,18,False,2017-11-20T15:56:16.737760Z,2017-11-20T16:01:47.250782Z,330
203,3198,26,True,2017-11-20T20:03:22.319708Z,2017-11-20T20:04:20.490943Z,58
216,3332,25,True,2017-11-21T06:49:38.195333Z,2017-11-21T06:49:52.037216Z,13
185,3137,14,True,2017-11-20T15:53:47.595130Z,2017-11-20T15:54:51.656644Z,64
218,3410,25,True,2017-11-21T12:15:37.913728Z,2017-11-21T12:16:30.557064Z,52
204,3198,44,True,2017-11-20T20:04:26.593913Z,2017-11-20T20:05:03.841067Z,37
186,3137,26,True,2017-11-20T15:54:55.199438Z,2017-11-20T15:55:26.400501Z,31
197,3188,6,True,2017-11-20T19:18:44.269232Z,2017-11-20T19:23:01.658301Z,257
208,3198,19,True,2017-11-20T20:10:40.404118Z,2017-11-20T20:15:22.646506Z,282
205,3198,49,True,2017-11-20T20:05:09.807052Z,2017-11-20T20:05:27.151824Z,17
198,3188,10,True,2017-11-20T19:23:10.795594Z,2017-11-20T19:23:24.356470Z,13
247,3977,31,True,2017-11-23T07:26:19.297135Z,2017-11-23T07:30:58.648472Z,279
207,3198,23,True,2017-11-20T20:09:31.103815Z,2017-11-20T20:10:36.773572Z,65
233,3188,3,True,2017-11-22T18:55:02.329422Z,2017-11-22T19:43:52.174579Z,2929
213,3332,44,False,2017-11-21T06:45:30.143197Z,2017-11-21T06:47:25.410900Z,115
234,3188,18,False,2017-11-22T18:58:55.136570Z,2017-11-22T18:58:55.136579Z,0
219,3410,31,True,2017-11-21T12:16:38.121889Z,2017-11-21T12:17:47.629158Z,69
220,3410,19,False,2017-11-21T12:17:59.408775Z,2017-11-21T12:17:59.408798Z,0
214,3332,2,True,2017-11-21T06:47:47.316569Z,2017-11-21T06:48:10.569370Z,23
209,3198,1,True,2017-11-20T20:15:30.142655Z,2017-11-20T20:16:54.957345Z,84
221,3420,2,False,2017-11-21T12:49:29.612654Z,2017-11-21T12:50:02.984913Z,33
235,3817,26,False,2017-11-22T18:59:33.418931Z,2017-11-22T19:04:17.270525Z,283
228,3709,10,True,2017-11-22T11:14:37.371331Z,2017-11-22T11:15:32.846239Z,55
231,3709,23,True,2017-11-22T11:17:52.360929Z,2017-11-22T11:32:35.723317Z,883
229,3709,12,True,2017-11-22T11:15:36.968145Z,2017-11-22T11:17:19.536839Z,102
239,3188,21,True,2017-11-22T19:39:08.679931Z,2017-11-22T19:42:33.297175Z,204
226,3709,2,True,2017-11-22T11:07:22.091132Z,2017-11-22T11:13:46.654644Z,384
232,3709,57,False,2017-11-22T11:33:01.954666Z,2017-11-22T11:46:54.125826Z,832
230,3709,51,True,2017-11-22T11:17:32.132185Z,2017-11-22T11:17:49.257573Z,17
236,3825,44,True,2017-11-22T19:18:32.950294Z,2017-11-22T19:19:31.676365Z,58
240,3188,52,False,2017-11-22T19:42:43.227922Z,2017-11-22T19:42:43.227951Z,0
237,3825,31,False,2017-11-22T19:19:37.514330Z,2017-11-22T19:19:37.514346Z,0
241,3709,14,True,2017-11-23T07:18:46.113153Z,2017-11-23T07:19:49.766932Z,63
248,3981,49,False,2017-11-23T07:26:21.451353Z,2017-11-23T07:26:21.451380Z,0
255,3985,44,True,2017-11-23T07:26:28.544430Z,2017-11-23T07:29:00.904809Z,152
250,3971,25,True,2017-11-23T07:26:25.057315Z,2017-11-23T07:27:16.561434Z,51
254,3982,44,True,2017-11-23T07:26:27.075903Z,2017-11-23T07:29:51.201822Z,204
249,3978,31,True,2017-11-23T07:26:24.846270Z,2017-11-23T07:27:55.485696Z,90
256,3980,31,True,2017-11-23T07:26:28.690691Z,2017-11-23T07:27:54.313384Z,85
243,3972,2,True,2017-11-23T07:25:59.680028Z,2017-11-23T07:26:56.252974Z,56
244,3973,26,False,2017-11-23T07:26:09.328234Z,2017-11-23T07:28:20.370113Z,131
258,3984,31,True,2017-11-23T07:26:42.100442Z,2017-11-23T07:29:13.058876Z,150
252,3975,26,True,2017-11-23T07:26:26.650236Z,2017-11-23T07:27:39.183414Z,72
242,3709,46,True,2017-11-23T07:19:53.134222Z,2017-11-23T07:28:53.883131Z,540
257,3983,26,True,2017-11-23T07:26:37.635247Z,2017-11-23T07:31:27.602108Z,289
253,3983,2,True,2017-11-23T07:26:26.968377Z,2017-11-23T07:32:10.016759Z,343
246,3974,51,True,2017-11-23T07:26:18.258642Z,2017-11-23T07:26:49.439352Z,31
350,3973,19,True,2017-11-23T07:34:53.220408Z,2017-11-23T07:38:16.912650Z,203
289,3975,10,True,2017-11-23T07:29:16.321104Z,2017-11-23T07:29:25.203027Z,8
324,3985,49,True,2017-11-23T07:31:50.779169Z,2017-11-23T07:32:03.775639Z,12
312,3982,6,True,2017-11-23T07:30:52.924868Z,2017-11-23T07:35:03.238826Z,250
308,3986,6,True,2017-11-23T07:30:33.742573Z,2017-11-23T07:31:30.503204Z,56
273,3975,12,True,2017-11-23T07:28:10.050136Z,2017-11-23T07:28:36.814540Z,26
261,3972,44,True,2017-11-23T07:27:00.970009Z,2017-11-23T07:27:15.182318Z,14
310,3985,12,True,2017-11-23T07:30:40.839037Z,2017-11-23T07:31:47.748192Z,66
251,3976,25,True,2017-11-23T07:26:25.242470Z,2017-11-23T07:27:22.887520Z,57
342,3978,12,True,2017-11-23T07:33:42.986447Z,2017-11-23T07:34:04.542560Z,21
277,3971,49,True,2017-11-23T07:28:31.125173Z,2017-11-23T07:28:40.431019Z,9
314,3978,8,True,2017-11-23T07:31:09.614274Z,2017-11-23T07:31:32.116028Z,22
295,3978,44,True,2017-11-23T07:29:41.342738Z,2017-11-23T07:30:02.057965Z,20
262,3972,12,True,2017-11-23T07:27:19.190764Z,2017-11-23T07:27:35.345699Z,16
274,3974,10,True,2017-11-23T07:28:10.835152Z,2017-11-23T07:28:43.760749Z,32
307,3973,12,True,2017-11-23T07:30:31.192495Z,2017-11-23T07:32:06.152302Z,94
300,3984,10,True,2017-11-23T07:29:54.229771Z,2017-11-23T07:30:45.367034Z,51
299,3985,2,True,2017-11-23T07:29:50.245354Z,2017-11-23T07:30:03.091202Z,12
345,3973,2,True,2017-11-23T07:33:58.576558Z,2017-11-23T07:34:33.357374Z,34
265,3972,51,True,2017-11-23T07:27:38.022025Z,2017-11-23T07:27:42.992036Z,4
264,3976,51,True,2017-11-23T07:27:29.312185Z,2017-11-23T07:27:44.702906Z,15
320,3986,14,True,2017-11-23T07:31:33.169199Z,2017-11-23T07:32:06.205784Z,33
275,3979,2,True,2017-11-23T07:28:25.037451Z,2017-11-23T07:28:48.852684Z,23
291,3984,49,True,2017-11-23T07:29:18.675025Z,2017-11-23T07:29:34.838846Z,16
269,3980,26,True,2017-11-23T07:28:01.614863Z,2017-11-23T07:28:49.566732Z,47
276,3978,10,True,2017-11-23T07:28:27.183397Z,2017-11-23T07:29:34.945462Z,67
301,3982,49,True,2017-11-23T07:29:55.687638Z,2017-11-23T07:30:47.694100Z,52
287,3974,12,True,2017-11-23T07:29:01.426338Z,2017-11-23T07:30:07.908240Z,66
322,3977,14,True,2017-11-23T07:31:36.875844Z,2017-11-23T07:32:54.319763Z,77
313,3977,25,True,2017-11-23T07:31:03.083807Z,2017-11-23T07:31:18.151575Z,15
266,3975,2,True,2017-11-23T07:27:42.750576Z,2017-11-23T07:27:57.464003Z,14
316,3977,51,True,2017-11-23T07:31:23.323222Z,2017-11-23T07:31:34.547825Z,11
263,3971,2,True,2017-11-23T07:27:21.914541Z,2017-11-23T07:28:01.798123Z,39
281,3974,25,True,2017-11-23T07:28:46.065725Z,2017-11-23T07:28:59.799149Z,13
260,3974,31,True,2017-11-23T07:26:54.974643Z,2017-11-23T07:28:05.551444Z,70
245,3979,44,True,2017-11-23T07:26:14.516187Z,2017-11-23T07:28:06.677983Z,112
267,3972,10,True,2017-11-23T07:27:45.064039Z,2017-11-23T07:28:07.579574Z,22
338,3977,10,True,2017-11-23T07:32:56.758810Z,2017-11-23T07:33:08.072012Z,11
293,3975,49,True,2017-11-23T07:29:29.786293Z,2017-11-23T07:29:40.404403Z,10
290,3973,44,True,2017-11-23T07:29:17.507782Z,2017-11-23T07:29:40.594810Z,23
354,3980,10,True,2017-11-23T07:35:28.265268Z,2017-11-23T07:35:43.149946Z,14
317,3976,12,True,2017-11-23T07:31:25.769525Z,2017-11-23T07:31:53.676922Z,27
